月,日,核算账簿名称,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种,借方-本币,贷方-本币,核销信息,结算信息
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,5,付 7月员工工资 代扣住房公积金个人部分,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：和昇本部】,人民币,,"4,210.00",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,6,付 7月员工工资 代扣个税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：和昇本部】,人民币,,312.59,,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,7,付 7月员工工资,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"6,819.29",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,8,付 7月员工工资,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"6,634.22",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,9,付 7月员工工资,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"11,653.52",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,1,付 程征金 借支备用金,12210201,12210201\其他应收款\员工往来\个人备用金,【部门：硬件开发部】【人员档案：程征金】【绩效部门hl：和昇本部】,人民币,"13,000.00",,,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,2,付 程征金 借支备用金,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"3,000.00",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,3,付 程征金 借支备用金,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"10,000.00",,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,1,银行划扣手续费（工行2463）,660304,660304\财务费用\银行手续费,【绩效部门hl：和昇本部】,人民币,18.00,,,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,2,银行划扣手续费（工行2463）,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,4.50,,
7,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,3,银行划扣手续费（工行2463）,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,13.50,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0001,1,计提 7月职工工资,660201,660201\管理费用\工资薪金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"33,331.00",,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0001,2,计提 7月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,,"33,331.00",,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,1,计提 7月职工社会保险费 养老保险,66020201,66020201\管理费用\社会保险费\养老保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"5,443.20",,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,2,计提 7月职工社会保险费 养老保险,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：和昇本部】,人民币,,"5,443.20",,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,3,计提 7月职工社会保险费 工伤保险,66020205,66020205\管理费用\社会保险费\工伤保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,72.58,,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,4,计提 7月职工社会保险费 工伤保险,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：和昇本部】,人民币,,72.58,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,5,计提 7月职工社会保险费 医疗保险,66020203,66020203\管理费用\社会保险费\医疗保险费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"1,941.41",,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,6,计提 7月职工社会保险费 医疗保险,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：和昇本部】,人民币,,"1,941.41",,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,7,计提 7月职工社会保险费 失业保险,66020204,66020204\管理费用\社会保险费\失业保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,290.30,,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,8,计提 7月职工社会保险费 失业保险,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：和昇本部】,人民币,,290.30,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,1,计提 7月职工住房公积金,660204,660204\管理费用\住房公积金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"4,210.00",,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,2,计提 7月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：和昇本部】,人民币,,"4,210.00",,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,1,计提 7月工会经费 33331*2%=666.62,660207,660207\管理费用\工会经费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,666.62,,,
7,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,2,计提 7月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：和昇本部】,人民币,,666.62,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0001,1,代缴 7月 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：公司本部】,人民币,312.59,,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0001,2,代缴 7月 个人所得税,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,312.59,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,1,扣缴 2024年7月所属期 合同印花税,222111,222111\应交税费\应交印花税,【绩效部门hl：公司本部】,人民币,37.50,,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,2,扣缴 2024年7月所属期 合同印花税,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,37.50,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,3,结转 2024年7月所属期 合同印花税,640307,640307\税金及附加\印花税,【绩效部门hl：公司本部】,人民币,37.50,,,
8,13,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,4,结转 2024年7月所属期 合同印花税,222111,222111\应交税费\应交印花税,【绩效部门hl：公司本部】,人民币,,37.50,,
8,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,1,扣缴 7月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：和昇本部】,人民币,"3,629.00",,,
8,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,2,扣缴 7月职工住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：和昇本部】,人民币,"4,210.00",,,
8,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,3,扣缴 7月职工住房公积金,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"7,839.00",,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,1,付 8月员工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,"47,913.00",,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,2,付 8月员工工资 代扣养老保险个人部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,,"2,903.04",,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,3,付 8月员工工资 代扣医疗保险个人部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,,725.76,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,4,付 8月员工工资 代扣失业保险个人部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,,72.58,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,5,付 8月员工工资 代扣住房公积金个人部分,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：和昇本部】,人民币,,"4,210.00",,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,6,付 8月员工工资 代扣个税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：和昇本部】,人民币,,879.05,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,7,付 8月员工工资,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"39,122.57",,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,8,付 黄波 8月总经理助理 补贴,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,"4,000.00",,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,9,付 黄波 8月总经理助理 补贴,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"4,000.00",,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,10,付 刘海龙 8月安全员补贴,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,300.00,,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,11,付 刘海龙 8月安全员补贴,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,300.00,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,1,扣缴 8月单位负担职工社会保险费 养老,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：和昇本部】,人民币,"5,443.20",,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,2,扣缴 8月单位负担职工社会保险费 医疗,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：和昇本部】,人民币,"1,941.41",,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,3,扣缴 8月单位负担职工社会保险费 失业,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：和昇本部】,人民币,290.30,,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,4,扣缴 8月单位负担职工社会保险费 工伤,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：和昇本部】,人民币,72.58,,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,5,扣缴 8月职工社会保险费 养老 个人,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,"2,903.04",,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,6,扣缴 8月职工社会保险费 医疗 个人,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,725.76,,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,7,扣缴 8月职工社会保险费 失业 个人,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,72.58,,,
8,28,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,8,扣缴 8月职工社会保险费（单位+个人）,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"11,448.87",,
8,30,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,1,付 刘海龙 申请支付 广州晶东贸易有限公司 购四人位办公卡座款,12210102,12210102\其他应收款\单位往来\其他往来,【客商：广州晶东贸易有限公司】【绩效部门hl：和昇本部】,人民币,"2,826.00",,,
8,30,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,2,付 刘海龙 申请支付 广州晶东贸易有限公司 购四人位办公卡座款,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"2,826.00",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0001,1,计提 8月职工工资,660201,660201\管理费用\工资薪金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"47,913.00",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0001,2,计提 8月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,,"47,913.00",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,1,计提 黄波 8月总经理助理补贴,660201,660201\管理费用\工资薪金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"4,000.00",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,2,计提 黄波 8月总经理助理补贴,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,,"4,000.00",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,3,计提 刘海龙 8月安全员补贴,660201,660201\管理费用\工资薪金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,300.00,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0002,4,计提 刘海龙 8月安全员补贴,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,,300.00,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,1,计提 8月职工社会保险费 养老保险,66020201,66020201\管理费用\社会保险费\养老保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"5,443.20",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,2,计提 8月职工社会保险费 养老保险,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：和昇本部】,人民币,,"5,443.20",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,3,计提 8月职工社会保险费 工伤保险,66020205,66020205\管理费用\社会保险费\工伤保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,72.58,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,4,计提 8月职工社会保险费 工伤保险,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：和昇本部】,人民币,,72.58,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,5,计提 8月职工社会保险费 医疗保险,66020203,66020203\管理费用\社会保险费\医疗保险费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"1,941.41",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,6,计提 8月职工社会保险费 医疗保险,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：和昇本部】,人民币,,"1,941.41",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,7,计提 8月职工社会保险费 失业保险,66020204,66020204\管理费用\社会保险费\失业保险金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,290.30,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0003,8,计提 8月职工社会保险费 失业保险,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：和昇本部】,人民币,,290.30,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,1,计提 8月职工住房公积金,660204,660204\管理费用\住房公积金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"3,629.00",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,2,计提 8月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：和昇本部】,人民币,,"3,629.00",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,3,调整 7月职工住房公积金,660204,660204\管理费用\住房公积金,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,-581.00,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0004,4,调整 7月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：和昇本部】,人民币,,-581.00,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0005,1,计提 8月工会经费 52213*2%=1044.26,660207,660207\管理费用\工会经费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"1,044.26",,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0005,2,计提 8月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：和昇本部】,人民币,,"1,044.26",,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0006,1,列 和立公司 代缴7月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：和昇本部】,人民币,666.62,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,转-0006,2,列 和立公司 代缴7月工会经费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：和昇本部】,人民币,,666.62,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,1,银行划扣手续费（工行2463）共4笔,660304,660304\财务费用\银行手续费,【绩效部门hl：和昇本部】,人民币,125.48,,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,2,银行划扣手续费（工行2463）共4笔,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,100.00,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,3,银行划扣手续费（工行2463）共4笔,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,16.48,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,4,银行划扣手续费（工行2463）共4笔,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,4.50,,
8,31,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,5,银行划扣手续费（工行2463）共4笔,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,4.50,,
9,2,广州和昇智通科技有限公司-省交院账簿类型,银付-0001,1,付 程征金 申请支付 深圳市计量质量检测研究院 无线智测桩系统检测费,5301019999,5301019999\研发支出\费用化支出\其他费用\其他,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"2,080.00",,,
9,2,广州和昇智通科技有限公司-省交院账簿类型,银付-0001,2,付 程征金 申请支付 深圳市计量质量检测研究院 无线智测桩系统检测费,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"2,080.00",,
9,4,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,1,付 刘海龙 申请支付 国家知识产权局专利局广州代办处 专利申请费,5301019903,5301019903\研发支出\费用化支出\其他费用\专利申请费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,950.00,,,
9,4,广州和昇智通科技有限公司-省交院账簿类型,银付-0002,2,付 刘海龙 申请支付 国家知识产权局专利局广州代办处 专利申请费,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,950.00,,
9,14,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,1,代缴 8月 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：公司本部】,人民币,879.05,,,
9,14,广州和昇智通科技有限公司-省交院账簿类型,银付-0003,2,代缴 8月 个人所得税,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,879.05,,
9,20,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,1,付 程征金 申请支付 万物互联（深圳）智能传感有限责任公司  无线智测桩系统货款,53010105,53010105\研发支出\费用化支出\材料费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"21,061.95",,,
9,20,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,2,【进项发票】付 程征金 申请支付 万物互联（深圳）智能传感有限责任公司  无线智测桩系统货款 NO.24952000000152359458 税率13% 价税合计23800,22210110,22210110\应交税费\应交增值税\待认证进项税额,【绩效部门hl：公司本部】,人民币,"2,738.05",,,
9,20,广州和昇智通科技有限公司-省交院账簿类型,银付-0004,3,付 程征金 申请支付 万物互联（深圳）智能传感有限责任公司  无线智测桩系统货款,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"23,800.00",,
9,21,广州和昇智通科技有限公司-省交院账簿类型,银收-0001,1,收 银行存款利息（工行2463）,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,53.75,,,
9,21,广州和昇智通科技有限公司-省交院账簿类型,银收-0001,2,收 银行存款利息（工行2463）,66030201,66030201\财务费用\利息收入\银行利息收入,【绩效部门hl：和昇本部】,人民币,-53.75,,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,1,扣缴 8月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：和昇本部】,人民币,"3,629.00",,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,2,扣缴 8月职工住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：和昇本部】,人民币,"4,210.00",,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0005,3,扣缴 8月职工住房公积金,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"7,839.00",,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,1,扣缴 9月单位负担职工社会保险费 养老,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：和昇本部】,人民币,"5,443.20",,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,2,扣缴 9月单位负担职工社会保险费 医疗,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：和昇本部】,人民币,"1,941.41",,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,3,扣缴 9月单位负担职工社会保险费 失业,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：和昇本部】,人民币,290.30,,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,4,扣缴 9月单位负担职工社会保险费 工伤,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：和昇本部】,人民币,72.58,,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,5,扣缴 9月职工社会保险费 养老 个人,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,"2,903.04",,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,6,扣缴 9月职工社会保险费 医疗 个人,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,725.76,,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,7,扣缴 9月职工社会保险费 失业 个人,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,72.58,,,
9,26,广州和昇智通科技有限公司-省交院账簿类型,银付-0006,8,扣缴 9月职工社会保险费（单位+个人）,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"11,448.87",,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,1,付 程征金 申请支付 深圳市捷感科技有限公司  智测桩系统货款,53010105,53010105\研发支出\费用化支出\材料费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"73,432.00",,,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0007,2,付 程征金 申请支付 深圳市捷感科技有限公司  智测桩系统货款,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"73,432.00",,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0008,1,付 刘海龙 申请支付 北京万胜达专利代理事务所（普通合伙） 专利申请服务费,5301019903,5301019903\研发支出\费用化支出\其他费用\专利申请费,【部门：硬件开发部】【绩效部门hl：和昇本部】,人民币,"11,900.00",,,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0008,2,付 刘海龙 申请支付 北京万胜达专利代理事务所（普通合伙） 专利申请服务费,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"11,900.00",,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0008,3,付 刘海龙 申请支付国家知识产权局专利局广州代办处  专利申请费,12210102,12210102\其他应收款\单位往来\其他往来,【客商：国家知识产权局专利局广州代办处】【绩效部门hl：和昇本部】,人民币,"7,520.00",,,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0008,4,付 刘海龙 申请支付国家知识产权局专利局广州代办处  专利申请费,100201,100201\银行存款\工商银行,【银行账户：东城支行62463】,人民币,,"7,520.00",,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0009,1,付 9月员工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：和昇本部】,人民币,"50,313.00",,,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0009,2,付 9月员工工资 代扣养老保险个人部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,,"2,903.04",,
9,27,广州和昇智通科技有限公司-省交院账簿类型,银付-0009,3,付 9月员工工资 代扣医疗保险个人部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,,725.76,,
