月,日,核算账簿名称,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种,借方-本币,贷方-本币,核销信息,结算信息
4,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,1,付 中信银行普通转账（跨行）手续费,660304,660304\财务费用\银行手续费,【绩效部门hl：盛翔本部】,人民币,18,,,
4,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,2,付 中信银行普通转账（跨行）手续费,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,18,,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,1,付 滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046 江门市志诚检测技术有限公司 合作款NO:09827953/09827954,220202,220202\应付账款\应付账款（新）,【客商：江门市志诚检测技术有限公司】【项目：滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0046-江门分公司-托1】,人民币,"115,803.17",,,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,2,付 滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046 江门市志诚检测技术有限公司 合作款NO:09827953/09827954,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"115,803.17",,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,3,付 滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046 江门市志诚检测技术有限公司 合作款NO:09827953/09827954,22210110,22210110\应交税费\应交增值税\待认证进项税额,【绩效部门hl：盛翔本部】,人民币,"1,146.57",,,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,4,付 滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046 江门市志诚检测技术有限公司 合作款NO:09827953/09827954,220203,220203\应付账款\暂估进项税,【客商：江门市志诚检测技术有限公司】【项目：滨江新区鸿飞路（大林路-华盛路）工程特殊地基处理检测服务检测 2022-SXJC-0046-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0046-江门分公司-托1】,人民币,,"1,146.57",,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,1,付 滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045 江门市志诚检测技术有限公司 合作款 NO:09827952,220202,220202\应付账款\应付账款（新）,【客商：江门市志诚检测技术有限公司】【项目：滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0045-江门分公司-托1】,人民币,"98,134.84",,,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,2,付 滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045 江门市志诚检测技术有限公司 合作款 NO:09827952,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"98,134.84",,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,3,付 滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045 江门市志诚检测技术有限公司 合作款 NO:09827952,22210110,22210110\应交税费\应交增值税\待认证进项税额,【绩效部门hl：盛翔本部】,人民币,971.63,,,
4,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,4,付 滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045 江门市志诚检测技术有限公司 合作款 NO:09827952,220203,220203\应付账款\暂估进项税,【客商：江门市志诚检测技术有限公司】【项目：滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0045-江门分公司-托1】,人民币,,971.63,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,1,盛翔公司代付4月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,"2,077.88",,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,2,盛翔公司代付4月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,23.75,,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,3,盛翔公司代付4月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,"1,016.68",,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,4,盛翔公司代付4月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,47.49,,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,5,盛翔公司代付4月职工社保费-个人部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,"1,187.36",,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,6,盛翔公司代付4月职工社保费-个人部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,296.84,,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,7,盛翔公司代付4月职工社保费-个人部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,29.68,,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,8,盛翔公司代付4月职工社保费,224101,224101\其他应付款\单位往来,【客商：广东盛翔交通工程检测有限公司】【款项名称：无】【绩效部门hl：盛翔本部】,人民币,,"4,679.68",,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,1,计提4月职工住房公积金,510107,510107\制造费用\住房公积金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,781.00",,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,2,计提4月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"1,781.00",,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,1,计提4月工会经费（工资16276.00*2%=325.52）,660207,660207\管理费用\工会经费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,325.52,,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,2,计提4月工会经费（工资16276.00*2%=325.52）,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,,325.52,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,1,收 台山市川岛镇农村桥梁技术状况评定检测服务项目检测 2023-SXJC-0016 台山市川岛镇城镇建设服务中心 检测款,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,"46,005.00",,,
4,26,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,2,收 台山市川岛镇农村桥梁技术状况评定检测服务项目检测 2023-SXJC-0016 台山市川岛镇城镇建设服务中心 检测款,1122,1122\应收账款,【客商：台山市川岛镇城镇建设服务中心】【项目：台山市川岛镇农村桥梁技术状况评定检测服务项目检测 2023-SXJC-0016-江门分公司】【绩效部门hl：盛翔本部】,人民币,,"46,005.00",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,1,计提4月职工工资,510101,510101\制造费用\工资薪金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"16,276.00",,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,2,计提4月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,,"16,276.00",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,1,计提4月职工社保费,51010201,51010201\制造费用\社会保险费\养老保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"2,077.88",,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,2,计提4月职工社保费,51010205,51010205\制造费用\社会保险费\工伤保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,23.75,,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,3,计提4月职工社保费,51010203,51010203\制造费用\社会保险费\医疗保险费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,016.68",,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,4,计提4月职工社保费,51010204,51010204\制造费用\社会保险费\失业保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,47.49,,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,5,计提4月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"2,077.88",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,6,计提4月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,,23.75,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,7,计提4月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,,"1,016.68",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,8,计提4月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,,47.49,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,1,付4月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,"16,276.00",,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,2,付4月职工工资,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"1,187.36",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,3,付4月职工工资,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,,296.84,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,4,付4月职工工资,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,,29.68,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,5,付4月职工工资,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"1,781.00",,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,6,付4月职工工资,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,【绩效部门hl：盛翔本部】,人民币,,248,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,7,付4月职工工资,222108,222108\应交税费\应交个人所得税,【绩效部门hl：盛翔本部】,人民币,,231.99,,
4,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0004,8,付4月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"12,501.13",,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,1,肖敏报销2.5-2.28（24天）出差补助,50010103,50010103\生产成本\基本生产成本\差旅费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"1,200.00",,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,2,肖敏报销2.5-2.28（24天）出差补助,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,"1,200.00",,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,1,连立报销1.1-2.28（39天）出差补助,50010103,50010103\生产成本\基本生产成本\差旅费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"1,950.00",,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,2,连立报销1.1-2.28（39天）出差补助,224102,224102\其他应付款\员工往来,【人员档案：连立】【绩效部门hl：盛翔本部】,人民币,,"1,950.00",,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,1,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 油费,5001010504,5001010504\生产成本\基本生产成本\车辆使用费\汽油费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,200,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,2,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 1月电话费,5001011102,5001011102\生产成本\基本生产成本\办公费\通讯费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,123.53,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,3,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 餐费,50010103,50010103\生产成本\基本生产成本\差旅费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"1,649.00",,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,4,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 款项,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,"1,972.53",,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,1,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 餐费,50010103,50010103\生产成本\基本生产成本\差旅费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"2,603.00",,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,2,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 餐费,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,"2,603.00",,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,1,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 快递费,5001011199,5001011199\生产成本\基本生产成本\办公费\其他,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,35,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,2,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 快递费,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,35,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,1,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 通行费,5001010506,5001010506\生产成本\基本生产成本\车辆使用费\路桥费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,842,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,2,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 通行费,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,842,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,1,鲁王涛报销 生活用品,510199,510199\制造费用\其他费用,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,397.5,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,2,鲁王涛报销 生活用品,224102,224102\其他应付款\员工往来,【人员档案：鲁王涛】【绩效部门hl：盛翔本部】,人民币,,397.5,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,1,连立报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 2022年12月-2023年1月电话费,5001011102,5001011102\生产成本\基本生产成本\办公费\通讯费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,174.35,,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,2,连立报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 2022年12月-2023年1月电话费,224102,224102\其他应付款\员工往来,【人员档案：连立】【绩效部门hl：盛翔本部】,人民币,,174.35,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,1,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 住宿费,50010103,50010103\生产成本\基本生产成本\差旅费,【部门：盛翔-盛翔本部】【项目：荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测2022-SXJC-0089-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"1,236.00",,,
4,30,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,2,肖敏报销 荷塘镇康溪工业园及禾冈物流园周边市政道路升级改造工程项目道路检测服务检测 住宿费,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,,"1,236.00",,
5,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,1,付 中信银行普通转账（跨行）手续费,660304,660304\财务费用\银行手续费,【绩效部门hl：盛翔本部】,人民币,26.4,,,
5,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,2,付 中信银行普通转账（跨行）手续费,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,26.4,,
5,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,1,付肖敏报销款,224102,224102\其他应付款\员工往来,【人员档案：肖敏】【绩效部门hl：盛翔本部】,人民币,"7,888.53",,,
