月,日,核算账簿名称,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种,借方-本币,贷方-本币,核销信息,结算信息
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,4,计提 1月社保 工伤保险 单位 研发中心,5301010205,5301010205\研发支出\费用化支出\社会保险费\工伤保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,209.51,,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,5,计提 1月社保 养老保险 单位,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：工程】,人民币,,"8,392.44",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,6,计提 1月社保 医疗保险 单位,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：工程】,人民币,,"4,171.85",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,7,计提 1月社保 失业保险 单位,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：工程】,人民币,,194.89,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,8,计提 1月社保 工伤保险 单位,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：工程】,人民币,,209.51,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,1,列 和立代付 佛山分公司 12月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：工程】,人民币,"1,248.82",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,2,列 和立代付 佛山分公司 12月工会经费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"1,248.82",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,1,列 和立 代付 12月公积金 单位,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,2,列 和立 代付 12月公积金 个人,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,3,列 和立 代付 12月公积金,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"14,616.00",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,1,列 1月职工工资 个人部分,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,"15,052.44",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,2,列 1月职工工资 个人部分养老保险金,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,,"4,795.68",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,3,列 1月职工工资 个人部分医疗保险金,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,,"1,218.06",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,4,列 1月职工工资 个人部分失业保险金,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,,121.80,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,5,列 1月职工工资 个人部分住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,,"7,308.00",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,6,列 1月职工工资 个人部分企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,,人民币,,761.00,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,7,列 1月职工工资 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：工程】,人民币,,847.90,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,1,计提 1月 职工工资  研发中心,53010101,53010101\研发支出\费用化支出\工资薪金,【部门：研发中心】【绩效部门hl：工程】,人民币,"62,468.00",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,2,计提 1月 职工工资  研发中心,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,,"62,468.00",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0007,1,计提 1月工会经费 研发中心,660207,660207\管理费用\工会经费,【部门：研发中心】【绩效部门hl：工程】,人民币,"1,249.36",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0007,2,计提 1月工会经费 研发中心 62468*2%=1249.36,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：工程】,人民币,,"1,249.36",,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0008,1,计提 1月公积金-单位 研发中心,53010104,53010104\研发支出\费用化支出\住房公积金,【部门：研发中心】【绩效部门hl：工程】,人民币,"7,308.00",,,
1,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0008,2,计提 1月公积金-单位 研发中心,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：工程】,人民币,,"7,308.00",,
2,1,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0001,1,付 1月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,"47,415.56",,,
2,1,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0001,2,付 1月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,,"47,415.56",,
2,13,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0001,1,收到 待报解预算收入2022年度个税手续费返还,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,614.88,,,
2,13,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0001,2,收到 待报解预算收入2022年度个税手续费返还,611399,611399\其他收益\其他,【绩效部门hl：工程】,人民币,,614.88,,
2,14,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,1,缴纳 1月 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：工程】,人民币,847.90,,,
2,14,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,2,缴纳 1月 个人所得税,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,,847.90,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,1,列 和立代付 2月社保费 养老保险,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：工程】,人民币,"8,392.44",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,2,列 和立代付 2月社保费 医疗保险,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：工程】,人民币,"4,171.85",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,3,列 和立代付 2月社保费 失业保险,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：工程】,人民币,194.89,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,4,列 和立代付 2月社保费 工伤保险,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：工程】,人民币,209.51,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,5,列 和立代付 2月社保费 养老保险-个人,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,"4,795.68",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,6,列 和立代付 2月社保费 医疗保险-个人,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,"1,218.06",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,7,列 和立代付 2月社保费 失业保险-个人,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,121.80,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,8,列 和立代付 2月社保费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"19,104.23",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,1,列 和立代付 佛山分公司 1月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：工程】,人民币,"1,215.50",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,2,列 和立代付 佛山分公司 1月工会经费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"1,215.50",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,1,列 和立 代付 1月公积金 单位,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,2,列 和立 代付 1月公积金 个人,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,3,列 和立 代付 1月公积金,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"14,616.00",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,1,列 和立2月份代付 2023年春节开开门利是 现金发放部分  4人,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,800.00,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,2,列 和立2月份代付 2023年春节开开门利是 现金发放部分  4人,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,800.00,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,3,结转 和立2月份代付 2023年春节开开门利是 现金发放部分  4人,660201,660201\管理费用\工资薪金,【部门：研发中心】【绩效部门hl：工程】,人民币,800.00,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,4,结转 和立2月份代付 2023年春节开开门利是 现金发放部分  4人,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,,800.00,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,1,计提 2月职工工资  研发中心,53010101,53010101\研发支出\费用化支出\工资薪金,【部门：研发中心】【绩效部门hl：工程】,人民币,"60,868.00",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,2,计提 2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,,"60,868.00",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,1,计提 2月社保 养老保险 单位 研发中心,5301010201,5301010201\研发支出\费用化支出\社会保险费\养老保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,"8,392.44",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,2,计提 2月社保 医疗保险 单位 研发中心,5301010203,5301010203\研发支出\费用化支出\社会保险费\医疗保险费,【部门：研发中心】【绩效部门hl：工程】,人民币,"4,171.85",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,3,计提 2月社保 失业保险 单位 研发中心,5301010204,5301010204\研发支出\费用化支出\社会保险费\失业保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,194.89,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,4,计提 2月社保 工伤保险 单位 研发中心,5301010205,5301010205\研发支出\费用化支出\社会保险费\工伤保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,209.51,,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,5,计提 2月社保 养老保险 单位,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：工程】,人民币,,"8,392.44",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,6,计提 2月社保 医疗保险 单位,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：工程】,人民币,,"4,171.85",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,7,计提 2月社保 失业保险 单位,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：工程】,人民币,,194.89,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0006,8,计提 2月社保 工伤保险 单位,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：工程】,人民币,,209.51,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0007,1,计提 2月工会经费 研发中心 61668*2%=1233.36,660207,660207\管理费用\工会经费,【部门：研发中心】【绩效部门hl：工程】,人民币,"1,233.36",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0007,2,计提 2月工会经费 研发中心,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：工程】,人民币,,"1,233.36",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0008,1,计提 2月公积金-单位 研发中心,53010104,53010104\研发支出\费用化支出\住房公积金,【部门：研发中心】【绩效部门hl：工程】,人民币,"7,308.00",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0008,2,计提 2月公积金-单位 研发中心,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：工程】,人民币,,"7,308.00",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,1,付 2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,"60,868.00",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,2,付 2月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,,"45,839.55",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,3,付 2月职工工资 个人养老保险金,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,,"4,795.68",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,4,付 2月职工工资 个人医疗保险金,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,,"1,218.06",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,5,付 2月职工工资 个人失业保险金,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,,121.80,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,6,付 2月职工工资 个人住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,,"7,308.00",,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,7,付 2月职工工资 企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,,人民币,,761.00,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0003,8,付 2月职工工资 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：工程】,人民币,,823.91,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0002,1,收到 和立母公司 资金调拨,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,"45,839.55",,,
2,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0002,2,收到 和立母公司 资金调拨,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"45,839.55",,
3,13,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0001,1,缴纳 2月 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：工程】,人民币,823.91,,,
3,13,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0001,2,缴纳 2月 个人所得税,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,,823.91,,
3,21,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0001,1,收 银行存款利息收入,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,26.10,,,
3,21,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0001,2,收 银行存款利息收入,66030201,66030201\财务费用\利息收入\银行利息收入,【绩效部门hl：公司本部】,人民币,-26.10,,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,1,付 3月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,"58,468.00",,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,2,付 3月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,,"43,412.27",,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,3,付 3月职工工资 个人养老保险金,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,,"4,795.68",,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,4,付 3月职工工资 个人医疗保险金,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,,"1,218.06",,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,5,付 3月职工工资 个人失业保险金,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,,121.80,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,6,付 3月职工工资 个人住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,,"7,308.00",,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,7,付 3月职工工资 企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,,人民币,,761.00,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银付-0002,8,付 3月职工工资 个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：工程】,人民币,,851.19,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0002,1,收到 和立母公司 资金调拨,100206,100206\银行存款\中信银行,【银行账户：中信银行佛山南海大道支行1434】,人民币,"100,000.00",,,
3,28,广东和立土木工程有限公司佛山分公司-省交院账簿类型,银收-0002,2,收到 和立母公司 资金调拨,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"100,000.00",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,1,列 和立代付 3月社保费 养老保险,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：工程】,人民币,"8,392.44",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,2,列 和立代付 3月社保费 医疗保险,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：工程】,人民币,"4,171.85",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,3,列 和立代付 3月社保费 失业保险,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：工程】,人民币,194.89,,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,4,列 和立代付 3月社保费 工伤保险,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：工程】,人民币,209.51,,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,5,列 和立代付 3月社保费 养老保险-个人,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,,人民币,"4,795.68",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,6,列 和立代付 3月社保费 医疗保险-个人,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,,人民币,"1,218.06",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,7,列 和立代付 3月社保费 失业保险-个人,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,,人民币,121.80,,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0001,8,列 和立代付 3月社保费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"19,104.23",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,1,列 和立代付 佛山分公司 2月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：工程】,人民币,"1,233.36",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0002,2,列 和立代付 佛山分公司 2月工会经费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"1,233.36",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,1,列 和立 代付 2月公积金 单位,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,2,列 和立 代付 2月公积金 个人,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：工程】,人民币,"7,308.00",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0003,3,列 和立 代付 2月公积金,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：工程】,人民币,,"14,616.00",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,1,计提 3月职工工资  研发中心,53010101,53010101\研发支出\费用化支出\工资薪金,【部门：研发中心】【绩效部门hl：工程】,人民币,"58,468.00",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0004,2,计提 3月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：工程】,人民币,,"58,468.00",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,1,计提 3月社保 养老保险 单位 研发中心,5301010201,5301010201\研发支出\费用化支出\社会保险费\养老保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,"8,392.44",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,2,计提 3月社保 医疗保险 单位 研发中心,5301010203,5301010203\研发支出\费用化支出\社会保险费\医疗保险费,【部门：研发中心】【绩效部门hl：工程】,人民币,"4,171.85",,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,3,计提 3月社保 失业保险 单位 研发中心,5301010204,5301010204\研发支出\费用化支出\社会保险费\失业保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,194.89,,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,4,计提 3月社保 工伤保险 单位 研发中心,5301010205,5301010205\研发支出\费用化支出\社会保险费\工伤保险金,【部门：研发中心】【绩效部门hl：工程】,人民币,209.51,,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,5,计提 3月社保 养老保险 单位,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：工程】,人民币,,"8,392.44",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,6,计提 3月社保 医疗保险 单位,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：工程】,人民币,,"4,171.85",,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,7,计提 3月社保 失业保险 单位,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：工程】,人民币,,194.89,,
3,31,广东和立土木工程有限公司佛山分公司-省交院账簿类型,转-0005,8,计提 3月社保 工伤保险 单位,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：工程】,人民币,,209.51,,
