月,日,核算账簿名称,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种,借方-本币,贷方-本币,核销信息,结算信息
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,2,计提1月职工社保费,51010205,51010205\制造费用\社会保险费\工伤保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,73.98,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,3,计提1月职工社保费,51010203,51010203\制造费用\社会保险费\医疗保险费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,989.43,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,4,计提1月职工社保费,51010204,51010204\制造费用\社会保险费\失业保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,147.95,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,5,计提1月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"2,959.04",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,6,计提1月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,,73.98,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,7,计提1月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,,989.43,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,8,计提1月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,,147.95,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,1,盛翔公司代付1月职工社保费-养老,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,"2,959.04",,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,2,盛翔公司代付1月职工社保费-工伤,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,73.98,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,3,盛翔公司代付1月职工社保费-医疗,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,989.43,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,4,盛翔公司代付1月职工社保费-失业,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,147.95,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,5,盛翔公司代付1月职工社保费-个人养老部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,"1,479.52",,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,6,盛翔公司代付1月职工社保费-个人医疗部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,369.88,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,7,盛翔公司代付1月职工社保费-个人失业部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,36.99,,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,8,盛翔公司代付1月职工社保费,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"6,056.79",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,1,计提1月职工住房公积金,510107,510107\制造费用\住房公积金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,849.00",,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,2,计提1月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"1,849.00",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,1,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,510115,510115\制造费用\折旧费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,750.00",,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,2,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,164201,164201\使用权资产累计折旧\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"1,750.00",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,1,付 1月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,"15,590.00",,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,2,代扣个人养老保险,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"1,479.52",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,3,代扣个人医疗保险,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,,369.88,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,4,代扣个人失业保险,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,,36.99,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,5,代扣个人住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"2,219.00",,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,6,代扣个人企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,【绩效部门hl：盛翔本部】,人民币,,239.00,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,7,代扣个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：盛翔本部】,人民币,,142.37,,
1,24,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0006,8,付 1月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"11,103.24",,
1,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,1,收 S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测 2023-SXJC-0023-江门分公司 江门市银湖湾滨海新区投资开发有限公司 检测款,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,"15,000.00",,,
1,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,2,收 S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测 2023-SXJC-0023-江门分公司 江门市银湖湾滨海新区投资开发有限公司 检测款,1122,1122\应收账款,【客商：江门市银湖湾滨海新区投资开发有限公司】【项目：S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测2023-SXJC-0023-江门分公司】【绩效部门hl：盛翔本部】,人民币,,"15,000.00",,
2,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,1,付 中信银行普通转账（跨行）手续费,660304,660304\财务费用\银行手续费,【绩效部门hl：盛翔本部】,人民币,38.40,,,
2,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,2,付 中信银行普通转账（跨行）手续费,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,38.40,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,1,盛翔公司代缴1月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,311.80,,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,2,盛翔公司代缴1月工会经费,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,311.80,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,1,盛翔公司代缴1月职工住房公积金-单位,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,"1,849.00",,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,2,盛翔公司代缴1月职工住房公积金-个人,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,"2,219.00",,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,3,盛翔公司代缴1月职工住房公积金,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"4,068.00",,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,1,计提2月职工社保费,51010201,51010201\制造费用\社会保险费\养老保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"2,959.04",,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,2,计提2月职工社保费,51010205,51010205\制造费用\社会保险费\工伤保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,73.98,,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,3,计提2月职工社保费,51010203,51010203\制造费用\社会保险费\医疗保险费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,989.43,,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,4,计提2月职工社保费,51010204,51010204\制造费用\社会保险费\失业保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,147.95,,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,5,计提2月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"2,959.04",,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,6,计提2月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,,73.98,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,7,计提2月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,,989.43,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,8,计提2月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,,147.95,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,1,缴纳1月员工个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：盛翔本部】,人民币,142.37,,,
2,19,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,2,缴纳1月员工个人所得税,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,142.37,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,1,计提2月职工工资,510101,510101\制造费用\工资薪金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"14,540.00",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,2,计提2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,,"14,540.00",,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,1,计提2月工会经费,660207,660207\管理费用\工会经费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,294.80,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,2,计提2月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,,294.80,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,1,盛翔公司代付2月职工社保费-养老,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,"2,959.04",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,2,盛翔公司代付2月职工社保费-工伤,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,73.98,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,3,盛翔公司代付2月职工社保费-医疗,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,989.43,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,4,盛翔公司代付2月职工社保费-失业,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,147.95,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,5,盛翔公司代付2月职工社保费-个人养老部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,"1,479.52",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,6,盛翔公司代付2月职工社保费-个人医疗部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,369.88,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,7,盛翔公司代付2月职工社保费-个人失业部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,36.99,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,8,盛翔公司代付2月职工社保费,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"6,056.79",,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,1,计提2月职工住房公积金,510107,510107\制造费用\住房公积金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,849.00",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,2,计提2月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"1,849.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,1,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,510115,510115\制造费用\折旧费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,750.00",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,2,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,164201,164201\使用权资产累计折旧\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"1,750.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,1,计提2025年春节开门利是,510101,510101\制造费用\工资薪金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,200.00,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,2,计提2025年春节开门利是,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,,200.00,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,1,盛翔公司代付 2025年春节开门利是,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,200.00,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,2,盛翔公司代付 2025年春节开门利是,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,200.00,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,1,调整 和立公司往来,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"15,602.65",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,2,调整 和立公司往来,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：盛翔本部】,人民币,,"-15,602.65",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,1,结转2月未交增值税,2221010103,2221010103\应交税费\应交增值税\销项税额\未开票销项税,【绩效部门hl：盛翔本部】,人民币,0.02,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,2,结转2月未交增值税,22210112,22210112\应交税费\应交增值税\转出未交增值税,【绩效部门hl：盛翔本部】,人民币,,0.02,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,1,转出2月未交增值税,22210112,22210112\应交税费\应交增值税\转出未交增值税,【绩效部门hl：盛翔本部】,人民币,0.02,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,2,转出2月未交增值税,222102,222102\应交税费\未交增值税,【绩效部门hl：盛翔本部】,人民币,,0.02,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,1,付 2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,"14,540.00",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,2,代扣个人养老保险,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"1,479.52",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,3,代扣个人医疗保险,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,,369.88,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,4,代扣个人失业保险,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,,36.99,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,5,代扣个人住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"2,219.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,6,代扣个人企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,【绩效部门hl：盛翔本部】,人民币,,239.00,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,7,代扣个人所得税,222108,222108\应交税费\应交个人所得税,【绩效部门hl：盛翔本部】,人民币,,116.87,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,8,付 2月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"10,078.74",,
