月,日,核算账簿名称,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种,借方-本币,贷方-本币,核销信息,结算信息
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,2,计提1月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,,346.12,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,1,盛翔公司代付1月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,"3,476.34",,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,2,盛翔公司代付1月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,49.66,,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,3,盛翔公司代付1月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,"1,700.92",,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,4,盛翔公司代付1月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,198.65,,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,5,盛翔公司代付1月职工社保费-个人部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,"1,986.48",,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,6,盛翔公司代付1月职工社保费-个人部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,496.62,,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,7,盛翔公司代付1月职工社保费-个人部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,49.66,,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,8,盛翔公司代付1月职工社保费,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"7,958.33",,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,1,付1月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,"17,306.00",,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,2,代扣个人养老保险,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"1,986.48",,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,3,代扣个人医疗保险,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,,496.62,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,4,代扣个人失业保险,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,,49.66,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,5,代扣个人住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"2,980.00",,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,6,代扣个人企业年金,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,【绩效部门hl：盛翔本部】,人民币,,185.00,,
1,29,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0003,7,付1月职工工资,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,"11,608.24",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,1,结转【其他应付款/单位往来（广东盛翔交通工程检测有限公司）】科目余额至【内部往来】科目,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"496,070.62",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,2,结转【其他应付款/单位往来（广东盛翔交通工程检测有限公司）】科目余额至【内部往来】科目,224101,224101\其他应付款\单位往来,【客商：广东盛翔交通工程检测有限公司】【款项名称：无】【绩效部门hl：盛翔本部】,人民币,"-496,070.62",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,1,计提1月职工社保费,51010201,51010201\制造费用\社会保险费\养老保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"3,476.34",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,2,计提1月职工社保费,51010205,51010205\制造费用\社会保险费\工伤保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,49.66,,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,3,计提1月职工社保费,51010203,51010203\制造费用\社会保险费\医疗保险费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,700.92",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,4,计提1月职工社保费,51010204,51010204\制造费用\社会保险费\失业保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,198.65,,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,5,计提1月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"3,476.34",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,6,计提1月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,,49.66,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,7,计提1月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,,"1,700.92",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,8,计提1月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,,198.65,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,1,计提1月职工住房公积金,510107,510107\制造费用\住房公积金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"2,980.00",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,2,计提1月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"2,980.00",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,1,合同到期结束，结转使用权资产-江门市蓬江区江门万达广场17幢1212室,164201,164201\使用权资产累计折旧\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,"11,375.00",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,2,合同到期结束，结转使用权资产-江门市蓬江区江门万达广场17幢1212室,164101,164101\使用权资产\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"11,375.00",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,1,列盛翔1月产值合作成本- 2022-SXJC-0045-广州岩辰土木工程有限公司（税率1%）,50010107,50010107\生产成本\基本生产成本\外部合作成本,【部门：盛翔-盛翔本部】【项目：滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045-江门分公司】【业务类别：检测】【绩效部门hl：盛翔本部】,人民币,"167,326.73",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,2,列盛翔1月产值合作成本- 2022-SXJC-0045-广州岩辰土木工程有限公司（税率1%）,220203,220203\应付账款\暂估进项税,【客商：广州岩辰土木工程有限公司】【项目：滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0045-江门分公司-托3】,人民币,"1,673.27",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0010,3,列盛翔1月产值合作成本- 2022-SXJC-0045-广州岩辰土木工程有限公司（税率1%）,220202,220202\应付账款\应付账款（新）,【客商：广州岩辰土木工程有限公司】【项目：滨江新区鹤鸣路（陈垣路-汇泰路）及汇泰路（凤翔路-鹤鸣路）工程特殊地基处理检测服务检测 2022-SXJC-0045-江门分公司】【绩效部门hl：盛翔本部】【托外流水号：2022-SXJC-0045-江门分公司-托3】,人民币,,"169,000.00",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,1,确认使用权资产与租赁负债-江门市蓬江区江门万达广场17幢1212室,164101,164101\使用权资产\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,"21,000.00",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,2,确认使用权资产与租赁负债-江门市蓬江区江门万达广场17幢1212室,260301,260301\租赁负债\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"21,000.00",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,1,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,510115,510115\制造费用\折旧费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,750.00",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,2,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,164201,164201\使用权资产累计折旧\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"1,750.00",,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,1,收到中信银行江门分行开来 2023年1-12月银行手续费增值税专用发票 冲减财务费用（开票金额502.00元，进项税28.41元） NO:18786613/18786614,660304,660304\财务费用\银行手续费,【绩效部门hl：盛翔本部】,人民币,-28.41,,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,2,收到中信银行江门分行开来 2023年1-12月银行手续费增值税专用发票 冲减财务费用（开票金额502.00元，进项税28.41元） NO:18786613/18786614,222118,222118\应交税费\待认证进项税额,【绩效部门hl：盛翔本部】,人民币,28.41,,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,1,列和立公司代付2023年企业年金-单位部分,22110202,22110202\应付职工薪酬\应付社会保险费\补充养老保险,【绩效部门hl：盛翔本部】,人民币,"7,200.63",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,2,列和立公司代付2023年企业年金-个人部分,1221020305,1221020305\其他应收款\员工往来\个人自负费用\企业年金（个人部分）,【绩效部门hl：盛翔本部】,人民币,"2,232.00",,,
1,31,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,3,列和立公司代付2023年企业年金,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：盛翔本部】,人民币,,"9,432.63",,
2,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,1,付 中信银行普通转账（跨行）手续费,660304,660304\财务费用\银行手续费,【绩效部门hl：盛翔本部】,人民币,28.80,,,
2,1,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0001,2,付 中信银行普通转账（跨行）手续费,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,,28.80,,
2,9,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,1,收 S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测 2023-SXJC-0023-江门分公司 江门市银湖湾滨海新区投资开发有限公司 检测款,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,"20,000.00",,,
2,9,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0001,2,收 S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测 2023-SXJC-0023-江门分公司 江门市银湖湾滨海新区投资开发有限公司 检测款,1122,1122\应收账款,【客商：江门市银湖湾滨海新区投资开发有限公司】【项目：S365麻阳线银湖湾段改线工程（路面及交通安全设施完善工程）检验检测服务检测2023-SXJC-0023-江门分公司】【绩效部门hl：盛翔本部】,人民币,,"20,000.00",,
2,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0002,1,收到 待报解预算收入 返还2023年度个税代扣代缴手续费,100206,100206\银行存款\中信银行,【银行账户：中信银行股份有限公司江门分行3659】,人民币,9.28,,,
2,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0002,2,收到 待报解预算收入 返还2023年度个税代扣代缴手续费,611399,611399\其他收益\其他,【绩效部门hl：盛翔本部】,人民币,,8.75,,
2,21,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银收-0002,3,收到 待报解预算收入 返还2023年度个税代扣代缴手续费,2221010103,2221010103\应交税费\应交增值税\销项税额\未开票销项税,【绩效部门hl：盛翔本部】,人民币,,0.53,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,1,盛翔公司代缴1月职工住房公积金,224104,224104\其他应付款\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,"2,980.00",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,2,盛翔公司代缴1月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,"2,980.00",,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0001,3,盛翔公司代缴1月职工住房公积金,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"5,960.00",,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,1,和立公司代缴1月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,346.12,,,
2,27,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0002,2,和立公司代缴1月工会经费,224101,224101\其他应付款\单位往来,【客商：广东和立交通养护科技有限公司】【款项名称：无】【绩效部门hl：盛翔本部】,人民币,,346.12,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,1,计提2月职工工资,510101,510101\制造费用\工资薪金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"16,906.00",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0003,2,计提2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,,"16,906.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,1,计提2024年春节开门利是,510101,510101\制造费用\工资薪金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,200.00,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0004,2,计提2024年春节开门利是,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,,200.00,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,1,计提2月工会经费,660207,660207\管理费用\工会经费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,342.12,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0005,2,计提2月工会经费,221105,221105\应付职工薪酬\应付职工工会经费,【绩效部门hl：盛翔本部】,人民币,,342.12,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,1,盛翔公司代付 2024年春节开门利是,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,200.00,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0006,2,盛翔公司代付 2024年春节开门利是,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,200.00,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,1,计提2月职工社保费,51010201,51010201\制造费用\社会保险费\养老保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"3,476.34",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,2,计提2月职工社保费,51010205,51010205\制造费用\社会保险费\工伤保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,49.66,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,3,计提2月职工社保费,51010203,51010203\制造费用\社会保险费\医疗保险费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,700.92",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,4,计提2月职工社保费,51010204,51010204\制造费用\社会保险费\失业保险金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,198.65,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,5,计提2月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,,"3,476.34",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,6,计提2月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,,49.66,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,7,计提2月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,,"1,700.92",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0007,8,计提2月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,,198.65,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,1,盛翔公司代付2月职工社保费,22110201,22110201\应付职工薪酬\应付社会保险费\养老保险金,【绩效部门hl：盛翔本部】,人民币,"3,476.34",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,2,盛翔公司代付2月职工社保费,22110205,22110205\应付职工薪酬\应付社会保险费\工伤保险金,【绩效部门hl：盛翔本部】,人民币,49.66,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,3,盛翔公司代付2月职工社保费,22110203,22110203\应付职工薪酬\应付社会保险费\医疗保险费,【绩效部门hl：盛翔本部】,人民币,"1,700.92",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,4,盛翔公司代付2月职工社保费,22110204,22110204\应付职工薪酬\应付社会保险费\失业保险金,【绩效部门hl：盛翔本部】,人民币,198.65,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,5,盛翔公司代付2月职工社保费-个人部分,1221020301,1221020301\其他应收款\员工往来\个人自负费用\养老保险金,【绩效部门hl：盛翔本部】,人民币,"1,986.48",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,6,盛翔公司代付2月职工社保费-个人部分,1221020302,1221020302\其他应收款\员工往来\个人自负费用\医疗保险金,【绩效部门hl：盛翔本部】,人民币,496.62,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,7,盛翔公司代付2月职工社保费-个人部分,1221020303,1221020303\其他应收款\员工往来\个人自负费用\失业保险金,【绩效部门hl：盛翔本部】,人民币,49.66,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0008,8,盛翔公司代付2月职工社保费,1310,1310\内部往来,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,,"7,958.33",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,1,计提2月职工住房公积金,510107,510107\制造费用\住房公积金,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"2,980.00",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0009,2,计提2月职工住房公积金,221106,221106\应付职工薪酬\应付住房公积金,【绩效部门hl：盛翔本部】,人民币,,"2,980.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,1,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,510115,510115\制造费用\折旧费,【部门：盛翔-盛翔本部】【绩效部门hl：盛翔本部】,人民币,"1,750.00",,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0011,2,计提使用权资产折旧-江门市蓬江区江门万达广场17幢1212室,164201,164201\使用权资产累计折旧\房屋及建筑物,【绩效部门hl：盛翔本部】【物业地址：江门市蓬江区江门万达广场17幢1212室】,人民币,,"1,750.00",,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,1,结转2月未交增值税,2221010103,2221010103\应交税费\应交增值税\销项税额\未开票销项税,【绩效部门hl：盛翔本部】,人民币,0.53,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0012,2,结转7月未交增值税,22210112,22210112\应交税费\应交增值税\转出未交增值税,【绩效部门hl：盛翔本部】,人民币,,0.53,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,1,转出2月未交增值税,22210112,22210112\应交税费\应交增值税\转出未交增值税,【绩效部门hl：盛翔本部】,人民币,0.53,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0013,2,转出2月未交增值税,222102,222102\应交税费\未交增值税,【绩效部门hl：盛翔本部】,人民币,,0.53,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,1,计提2月增值税附加税费0.53*0.07=0.04,640302,640302\税金及附加\城市维护建设税,【绩效部门hl：盛翔本部】,人民币,0.04,,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,转-0014,2,计提2月增值税附加税费0.53*0.07=0.04,222105,222105\应交税费\应交城市维护建设税,【绩效部门hl：盛翔本部】,人民币,,0.04,,
2,28,广东盛翔交通工程检测有限公司江门分公司-省交院账簿类型,银付-0002,1,付2月职工工资,2211010101,2211010101\应付职工薪酬\短期薪酬\工资薪金\工资、奖金、津贴和补贴,【绩效部门hl：盛翔本部】,人民币,"16,906.00",,,
